"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"09/07/2025 08:30:00 - 09/07/2025 08:45:00","BZN|NO1","Without Sequence","56.78","",""
"09/07/2025 08:45:00 - 09/07/2025 09:00:00","BZN|NO1","Without Sequence","56.78","",""
"09/07/2025 09:00:00 - 09/07/2025 09:15:00","BZN|NO1","Without Sequence","57.51","",""
"09/07/2025 09:15:00 - 09/07/2025 09:30:00","BZN|NO1","Without Sequence","57.51","",""
"09/07/2025 09:30:00 - 09/07/2025 09:45:00","BZN|NO1","Without Sequence","57.51","",""
"09/07/2025 09:45:00 - 09/07/2025 10:00:00","BZN|NO1","Without Sequence","57.51","",""
"09/07/2025 10:00:00 - 09/07/2025 10:15:00","BZN|NO1","Without Sequence","55.51","",""
"09/07/2025 10:15:00 - 09/07/2025 10:30:00","BZN|NO1","Without Sequence","55.51","",""
"09/07/2025 10:30:00 - 09/07/2025 10:45:00","BZN|NO1","Without Sequence","55.51","",""
"09/07/2025 10:45:00 - 09/07/2025 11:00:00","BZN|NO1","Without Sequence","55.51","",""
"09/07/2025 11:00:00 - 09/07/2025 11:15:00","BZN|NO1","Without Sequence","55.13","",""
"09/07/2025 11:15:00 - 09/07/2025 11:30:00","BZN|NO1","Without Sequence","55.13","",""
"09/07/2025 11:30:00 - 09/07/2025 11:45:00","BZN|NO1","Without Sequence","55.13","",""
"09/07/2025 11:45:00 - 09/07/2025 12:00:00","BZN|NO1","Without Sequence","55.13","",""
"09/07/2025 12:00:00 - 09/07/2025 12:15:00","BZN|NO1","Without Sequence","54.60","",""
"09/07/2025 12:15:00 - 09/07/2025 12:30:00","BZN|NO1","Without Sequence","54.60","",""
"09/07/2025 12:30:00 - 09/07/2025 12:45:00","BZN|NO1","Without Sequence","54.60","",""
"09/07/2025 12:45:00 - 09/07/2025 13:00:00","BZN|NO1","Without Sequence","54.60","",""
"09/07/2025 13:00:00 - 09/07/2025 13:15:00","BZN|NO1","Without Sequence","50.67","",""
"09/07/2025 13:15:00 - 09/07/2025 13:30:00","BZN|NO1","Without Sequence","50.67","",""
"09/07/2025 13:30:00 - 09/07/2025 13:45:00","BZN|NO1","Without Sequence","50.67","",""
"09/07/2025 13:45:00 - 09/07/2025 14:00:00","BZN|NO1","Without Sequence","50.67","",""
"09/07/2025 14:00:00 - 09/07/2025 14:15:00","BZN|NO1","Without Sequence","48.14","",""
"09/07/2025 14:15:00 - 09/07/2025 14:30:00","BZN|NO1","Without Sequence","48.14","",""
"09/07/2025 14:30:00 - 09/07/2025 14:45:00","BZN|NO1","Without Sequence","48.14","",""
"09/07/2025 14:45:00 - 09/07/2025 15:00:00","BZN|NO1","Without Sequence","48.14","",""
"09/07/2025 15:00:00 - 09/07/2025 15:15:00","BZN|NO1","Without Sequence","52.03","",""
"09/07/2025 15:15:00 - 09/07/2025 15:30:00","BZN|NO1","Without Sequence","52.03","",""
"09/07/2025 15:30:00 - 09/07/2025 15:45:00","BZN|NO1","Without Sequence","52.03","",""
"09/07/2025 15:45:00 - 09/07/2025 16:00:00","BZN|NO1","Without Sequence","52.03","",""
"09/07/2025 16:00:00 - 09/07/2025 16:15:00","BZN|NO1","Without Sequence","54.10","",""
"09/07/2025 16:15:00 - 09/07/2025 16:30:00","BZN|NO1","Without Sequence","54.10","",""
"09/07/2025 16:30:00 - 09/07/2025 16:45:00","BZN|NO1","Without Sequence","54.10","",""
"09/07/2025 16:45:00 - 09/07/2025 17:00:00","BZN|NO1","Without Sequence","54.10","",""
"09/07/2025 17:00:00 - 09/07/2025 17:15:00","BZN|NO1","Without Sequence","55.41","",""
"09/07/2025 17:15:00 - 09/07/2025 17:30:00","BZN|NO1","Without Sequence","55.41","",""
"09/07/2025 17:30:00 - 09/07/2025 17:45:00","BZN|NO1","Without Sequence","55.41","",""
"09/07/2025 17:45:00 - 09/07/2025 18:00:00","BZN|NO1","Without Sequence","55.41","",""
"09/07/2025 18:00:00 - 09/07/2025 18:15:00","BZN|NO1","Without Sequence","55.91","",""
"09/07/2025 18:15:00 - 09/07/2025 18:30:00","BZN|NO1","Without Sequence","55.91","",""
"09/07/2025 18:30:00 - 09/07/2025 18:45:00","BZN|NO1","Without Sequence","55.91","",""
"09/07/2025 18:45:00 - 09/07/2025 19:00:00","BZN|NO1","Without Sequence","55.91","",""
"09/07/2025 19:00:00 - 09/07/2025 19:15:00","BZN|NO1","Without Sequence","57.27","",""
"09/07/2025 19:15:00 - 09/07/2025 19:30:00","BZN|NO1","Without Sequence","57.27","",""
"09/07/2025 19:30:00 - 09/07/2025 19:45:00","BZN|NO1","Without Sequence","57.27","",""
"09/07/2025 19:45:00 - 09/07/2025 20:00:00","BZN|NO1","Without Sequence","57.27","",""
"09/07/2025 20:00:00 - 09/07/2025 20:15:00","BZN|NO1","Without Sequence","58.03","",""
"09/07/2025 20:15:00 - 09/07/2025 20:30:00","BZN|NO1","Without Sequence","58.03","",""
"09/07/2025 20:30:00 - 09/07/2025 20:45:00","BZN|NO1","Without Sequence","58.03","",""
"09/07/2025 20:45:00 - 09/07/2025 21:00:00","BZN|NO1","Without Sequence","58.03","",""
"09/07/2025 21:00:00 - 09/07/2025 21:15:00","BZN|NO1","Without Sequence","57.46","",""
"09/07/2025 21:15:00 - 09/07/2025 21:30:00","BZN|NO1","Without Sequence","57.46","",""
"09/07/2025 21:30:00 - 09/07/2025 21:45:00","BZN|NO1","Without Sequence","57.46","",""
"09/07/2025 21:45:00 - 09/07/2025 22:00:00","BZN|NO1","Without Sequence","57.46","",""
"09/07/2025 22:00:00 - 09/07/2025 22:15:00","BZN|NO1","Without Sequence","56.70","",""
"09/07/2025 22:15:00 - 09/07/2025 22:30:00","BZN|NO1","Without Sequence","56.70","",""
"09/07/2025 22:30:00 - 09/07/2025 22:45:00","BZN|NO1","Without Sequence","56.70","",""
"09/07/2025 22:45:00 - 09/07/2025 23:00:00","BZN|NO1","Without Sequence","56.70","",""
"09/07/2025 23:00:00 - 09/07/2025 23:15:00","BZN|NO1","Without Sequence","54.98","",""
"09/07/2025 23:15:00 - 09/07/2025 23:30:00","BZN|NO1","Without Sequence","54.98","",""
"09/07/2025 23:30:00 - 09/07/2025 23:45:00","BZN|NO1","Without Sequence","54.98","",""
"09/07/2025 23:45:00 - 10/07/2025 00:00:00","BZN|NO1","Without Sequence","54.98","",""
"10/07/2025 00:00:00 - 10/07/2025 00:15:00","BZN|NO1","Without Sequence","54.35","",""
"10/07/2025 00:15:00 - 10/07/2025 00:30:00","BZN|NO1","Without Sequence","54.35","",""
"10/07/2025 00:30:00 - 10/07/2025 00:45:00","BZN|NO1","Without Sequence","54.35","",""
"10/07/2025 00:45:00 - 10/07/2025 01:00:00","BZN|NO1","Without Sequence","54.35","",""
"10/07/2025 01:00:00 - 10/07/2025 01:15:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 01:15:00 - 10/07/2025 01:30:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 01:30:00 - 10/07/2025 01:45:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 01:45:00 - 10/07/2025 02:00:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 02:00:00 - 10/07/2025 02:15:00","BZN|NO1","Without Sequence","55.15","",""
"10/07/2025 02:15:00 - 10/07/2025 02:30:00","BZN|NO1","Without Sequence","55.15","",""
"10/07/2025 02:30:00 - 10/07/2025 02:45:00","BZN|NO1","Without Sequence","55.15","",""
"10/07/2025 02:45:00 - 10/07/2025 03:00:00","BZN|NO1","Without Sequence","55.15","",""
"10/07/2025 03:00:00 - 10/07/2025 03:15:00","BZN|NO1","Without Sequence","55.05","",""
"10/07/2025 03:15:00 - 10/07/2025 03:30:00","BZN|NO1","Without Sequence","55.05","",""
"10/07/2025 03:30:00 - 10/07/2025 03:45:00","BZN|NO1","Without Sequence","55.05","",""
"10/07/2025 03:45:00 - 10/07/2025 04:00:00","BZN|NO1","Without Sequence","55.05","",""
"10/07/2025 04:00:00 - 10/07/2025 04:15:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 04:15:00 - 10/07/2025 04:30:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 04:30:00 - 10/07/2025 04:45:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 04:45:00 - 10/07/2025 05:00:00","BZN|NO1","Without Sequence","55.07","",""
"10/07/2025 05:00:00 - 10/07/2025 05:15:00","BZN|NO1","Without Sequence","55.06","",""
"10/07/2025 05:15:00 - 10/07/2025 05:30:00","BZN|NO1","Without Sequence","55.06","",""
"10/07/2025 05:30:00 - 10/07/2025 05:45:00","BZN|NO1","Without Sequence","55.06","",""
"10/07/2025 05:45:00 - 10/07/2025 06:00:00","BZN|NO1","Without Sequence","55.06","",""
"10/07/2025 06:00:00 - 10/07/2025 06:15:00","BZN|NO1","Without Sequence","57.30","",""
"10/07/2025 06:15:00 - 10/07/2025 06:30:00","BZN|NO1","Without Sequence","57.30","",""
"10/07/2025 06:30:00 - 10/07/2025 06:45:00","BZN|NO1","Without Sequence","57.30","",""
"10/07/2025 06:45:00 - 10/07/2025 07:00:00","BZN|NO1","Without Sequence","57.30","",""
"10/07/2025 07:00:00 - 10/07/2025 07:15:00","BZN|NO1","Without Sequence","57.92","",""
"10/07/2025 07:15:00 - 10/07/2025 07:30:00","BZN|NO1","Without Sequence","57.92","",""
"10/07/2025 07:30:00 - 10/07/2025 07:45:00","BZN|NO1","Without Sequence","57.92","",""
"10/07/2025 07:45:00 - 10/07/2025 08:00:00","BZN|NO1","Without Sequence","57.92","",""
"10/07/2025 08:00:00 - 10/07/2025 08:15:00","BZN|NO1","Without Sequence","58.88","",""
"10/07/2025 08:15:00 - 10/07/2025 08:30:00","BZN|NO1","Without Sequence","58.88","",""
"10/07/2025 08:30:00 - 10/07/2025 08:45:00","BZN|NO1","Without Sequence","58.88","",""
"10/07/2025 08:45:00 - 10/07/2025 09:00:00","BZN|NO1","Without Sequence","58.88","",""
"10/07/2025 09:00:00 - 10/07/2025 09:15:00","BZN|NO1","Without Sequence","55.20","",""
"10/07/2025 09:15:00 - 10/07/2025 09:30:00","BZN|NO1","Without Sequence","55.20","",""
"10/07/2025 09:30:00 - 10/07/2025 09:45:00","BZN|NO1","Without Sequence","55.20","",""
"10/07/2025 09:45:00 - 10/07/2025 10:00:00","BZN|NO1","Without Sequence","55.20","",""
"10/07/2025 10:00:00 - 10/07/2025 10:15:00","BZN|NO1","Without Sequence","55.42","",""
"10/07/2025 10:15:00 - 10/07/2025 10:30:00","BZN|NO1","Without Sequence","55.42","",""
"10/07/2025 10:30:00 - 10/07/2025 10:45:00","BZN|NO1","Without Sequence","55.42","",""
"10/07/2025 10:45:00 - 10/07/2025 11:00:00","BZN|NO1","Without Sequence","55.42","",""
"10/07/2025 11:00:00 - 10/07/2025 11:15:00","BZN|NO1","Without Sequence","55.04","",""
"10/07/2025 11:15:00 - 10/07/2025 11:30:00","BZN|NO1","Without Sequence","55.04","",""
"10/07/2025 11:30:00 - 10/07/2025 11:45:00","BZN|NO1","Without Sequence","55.04","",""
"10/07/2025 11:45:00 - 10/07/2025 12:00:00","BZN|NO1","Without Sequence","55.04","",""
"10/07/2025 12:00:00 - 10/07/2025 12:15:00","BZN|NO1","Without Sequence","50.44","",""
"10/07/2025 12:15:00 - 10/07/2025 12:30:00","BZN|NO1","Without Sequence","50.44","",""
"10/07/2025 12:30:00 - 10/07/2025 12:45:00","BZN|NO1","Without Sequence","50.44","",""
"10/07/2025 12:45:00 - 10/07/2025 13:00:00","BZN|NO1","Without Sequence","50.44","",""
"10/07/2025 13:00:00 - 10/07/2025 13:15:00","BZN|NO1","Without Sequence","44.34","",""
"10/07/2025 13:15:00 - 10/07/2025 13:30:00","BZN|NO1","Without Sequence","44.34","",""
"10/07/2025 13:30:00 - 10/07/2025 13:45:00","BZN|NO1","Without Sequence","44.34","",""
"10/07/2025 13:45:00 - 10/07/2025 14:00:00","BZN|NO1","Without Sequence","44.34","",""
"10/07/2025 14:00:00 - 10/07/2025 14:15:00","BZN|NO1","Without Sequence","50.38","",""
"10/07/2025 14:15:00 - 10/07/2025 14:30:00","BZN|NO1","Without Sequence","50.38","",""
"10/07/2025 14:30:00 - 10/07/2025 14:45:00","BZN|NO1","Without Sequence","50.38","",""
"10/07/2025 14:45:00 - 10/07/2025 15:00:00","BZN|NO1","Without Sequence","50.38","",""
"10/07/2025 15:00:00 - 10/07/2025 15:15:00","BZN|NO1","Without Sequence","53.33","",""
"10/07/2025 15:15:00 - 10/07/2025 15:30:00","BZN|NO1","Without Sequence","53.33","",""
"10/07/2025 15:30:00 - 10/07/2025 15:45:00","BZN|NO1","Without Sequence","53.33","",""
"10/07/2025 15:45:00 - 10/07/2025 16:00:00","BZN|NO1","Without Sequence","53.33","",""
"10/07/2025 16:00:00 - 10/07/2025 16:15:00","BZN|NO1","Without Sequence","55.36","",""
"10/07/2025 16:15:00 - 10/07/2025 16:30:00","BZN|NO1","Without Sequence","55.36","",""
"10/07/2025 16:30:00 - 10/07/2025 16:45:00","BZN|NO1","Without Sequence","55.36","",""
"10/07/2025 16:45:00 - 10/07/2025 17:00:00","BZN|NO1","Without Sequence","55.36","",""
"10/07/2025 17:00:00 - 10/07/2025 17:15:00","BZN|NO1","Without Sequence","54.58","",""
"10/07/2025 17:15:00 - 10/07/2025 17:30:00","BZN|NO1","Without Sequence","54.58","",""
"10/07/2025 17:30:00 - 10/07/2025 17:45:00","BZN|NO1","Without Sequence","54.58","",""
"10/07/2025 17:45:00 - 10/07/2025 18:00:00","BZN|NO1","Without Sequence","54.58","",""
"10/07/2025 18:00:00 - 10/07/2025 18:15:00","BZN|NO1","Without Sequence","53.56","",""
"10/07/2025 18:15:00 - 10/07/2025 18:30:00","BZN|NO1","Without Sequence","53.56","",""
"10/07/2025 18:30:00 - 10/07/2025 18:45:00","BZN|NO1","Without Sequence","53.56","",""
"10/07/2025 18:45:00 - 10/07/2025 19:00:00","BZN|NO1","Without Sequence","53.56","",""
"10/07/2025 19:00:00 - 10/07/2025 19:15:00","BZN|NO1","Without Sequence","54.86","",""
"10/07/2025 19:15:00 - 10/07/2025 19:30:00","BZN|NO1","Without Sequence","54.86","",""
"10/07/2025 19:30:00 - 10/07/2025 19:45:00","BZN|NO1","Without Sequence","54.86","",""
"10/07/2025 19:45:00 - 10/07/2025 20:00:00","BZN|NO1","Without Sequence","54.86","",""
"10/07/2025 20:00:00 - 10/07/2025 20:15:00","BZN|NO1","Without Sequence","53.39","",""
"10/07/2025 20:15:00 - 10/07/2025 20:30:00","BZN|NO1","Without Sequence","53.39","",""
"10/07/2025 20:30:00 - 10/07/2025 20:45:00","BZN|NO1","Without Sequence","53.39","",""
"10/07/2025 20:45:00 - 10/07/2025 21:00:00","BZN|NO1","Without Sequence","53.39","",""
"10/07/2025 21:00:00 - 10/07/2025 21:15:00","BZN|NO1","Without Sequence","54.24","",""
"10/07/2025 21:15:00 - 10/07/2025 21:30:00","BZN|NO1","Without Sequence","54.24","",""
"10/07/2025 21:30:00 - 10/07/2025 21:45:00","BZN|NO1","Without Sequence","54.24","",""
"10/07/2025 21:45:00 - 10/07/2025 22:00:00","BZN|NO1","Without Sequence","54.24","",""
"10/07/2025 22:00:00 - 10/07/2025 22:15:00","BZN|NO1","Without Sequence","54.56","",""
"10/07/2025 22:15:00 - 10/07/2025 22:30:00","BZN|NO1","Without Sequence","54.56","",""
"10/07/2025 22:30:00 - 10/07/2025 22:45:00","BZN|NO1","Without Sequence","54.56","",""
"10/07/2025 22:45:00 - 10/07/2025 23:00:00","BZN|NO1","Without Sequence","54.56","",""
"10/07/2025 23:00:00 - 10/07/2025 23:15:00","BZN|NO1","Without Sequence","54.04","",""
"10/07/2025 23:15:00 - 10/07/2025 23:30:00","BZN|NO1","Without Sequence","54.04","",""
"10/07/2025 23:30:00 - 10/07/2025 23:45:00","BZN|NO1","Without Sequence","54.04","",""
"10/07/2025 23:45:00 - 11/07/2025 00:00:00","BZN|NO1","Without Sequence","54.04","",""
"11/07/2025 00:00:00 - 11/07/2025 00:15:00","BZN|NO1","Without Sequence","52.60","",""
"11/07/2025 00:15:00 - 11/07/2025 00:30:00","BZN|NO1","Without Sequence","52.60","",""
"11/07/2025 00:30:00 - 11/07/2025 00:45:00","BZN|NO1","Without Sequence","52.60","",""
"11/07/2025 00:45:00 - 11/07/2025 01:00:00","BZN|NO1","Without Sequence","52.60","",""
"11/07/2025 01:00:00 - 11/07/2025 01:15:00","BZN|NO1","Without Sequence","10.98","",""
"11/07/2025 01:15:00 - 11/07/2025 01:30:00","BZN|NO1","Without Sequence","10.98","",""
"11/07/2025 01:30:00 - 11/07/2025 01:45:00","BZN|NO1","Without Sequence","10.98","",""
"11/07/2025 01:45:00 - 11/07/2025 02:00:00","BZN|NO1","Without Sequence","10.98","",""
"11/07/2025 02:00:00 - 11/07/2025 02:15:00","BZN|NO1","Without Sequence","11.73","",""
"11/07/2025 02:15:00 - 11/07/2025 02:30:00","BZN|NO1","Without Sequence","11.73","",""
"11/07/2025 02:30:00 - 11/07/2025 02:45:00","BZN|NO1","Without Sequence","11.73","",""
"11/07/2025 02:45:00 - 11/07/2025 03:00:00","BZN|NO1","Without Sequence","11.73","",""
"11/07/2025 03:00:00 - 11/07/2025 03:15:00","BZN|NO1","Without Sequence","2.06","",""
"11/07/2025 03:15:00 - 11/07/2025 03:30:00","BZN|NO1","Without Sequence","2.06","",""
"11/07/2025 03:30:00 - 11/07/2025 03:45:00","BZN|NO1","Without Sequence","2.06","",""
"11/07/2025 03:45:00 - 11/07/2025 04:00:00","BZN|NO1","Without Sequence","2.06","",""
"11/07/2025 04:00:00 - 11/07/2025 04:15:00","BZN|NO1","Without Sequence","10.48","",""
"11/07/2025 04:15:00 - 11/07/2025 04:30:00","BZN|NO1","Without Sequence","10.48","",""
"11/07/2025 04:30:00 - 11/07/2025 04:45:00","BZN|NO1","Without Sequence","10.48","",""
"11/07/2025 04:45:00 - 11/07/2025 05:00:00","BZN|NO1","Without Sequence","10.48","",""
"11/07/2025 05:00:00 - 11/07/2025 05:15:00","BZN|NO1","Without Sequence","1.11","",""
"11/07/2025 05:15:00 - 11/07/2025 05:30:00","BZN|NO1","Without Sequence","1.11","",""
"11/07/2025 05:30:00 - 11/07/2025 05:45:00","BZN|NO1","Without Sequence","1.11","",""
"11/07/2025 05:45:00 - 11/07/2025 06:00:00","BZN|NO1","Without Sequence","1.11","",""
"11/07/2025 06:00:00 - 11/07/2025 06:15:00","BZN|NO1","Without Sequence","13.68","",""
"11/07/2025 06:15:00 - 11/07/2025 06:30:00","BZN|NO1","Without Sequence","13.68","",""
"11/07/2025 06:30:00 - 11/07/2025 06:45:00","BZN|NO1","Without Sequence","13.68","",""
"11/07/2025 06:45:00 - 11/07/2025 07:00:00","BZN|NO1","Without Sequence","13.68","",""
"11/07/2025 07:00:00 - 11/07/2025 07:15:00","BZN|NO1","Without Sequence","31.84","",""
"11/07/2025 07:15:00 - 11/07/2025 07:30:00","BZN|NO1","Without Sequence","31.84","",""
"11/07/2025 07:30:00 - 11/07/2025 07:45:00","BZN|NO1","Without Sequence","31.84","",""
"11/07/2025 07:45:00 - 11/07/2025 08:00:00","BZN|NO1","Without Sequence","31.84","",""
"11/07/2025 08:00:00 - 11/07/2025 08:15:00","BZN|NO1","Without Sequence","58.96","",""
"11/07/2025 08:15:00 - 11/07/2025 08:30:00","BZN|NO1","Without Sequence","58.96","",""
"11/07/2025 08:30:00 - 11/07/2025 08:45:00","BZN|NO1","Without Sequence","58.96","",""
"11/07/2025 08:45:00 - 11/07/2025 09:00:00","BZN|NO1","Without Sequence","58.96","",""
"11/07/2025 09:00:00 - 11/07/2025 09:15:00","BZN|NO1","Without Sequence","50.93","",""
"11/07/2025 09:15:00 - 11/07/2025 09:30:00","BZN|NO1","Without Sequence","50.93","",""
"11/07/2025 09:30:00 - 11/07/2025 09:45:00","BZN|NO1","Without Sequence","50.93","",""
"11/07/2025 09:45:00 - 11/07/2025 10:00:00","BZN|NO1","Without Sequence","50.93","",""
"11/07/2025 10:00:00 - 11/07/2025 10:15:00","BZN|NO1","Without Sequence","54.31","",""
"11/07/2025 10:15:00 - 11/07/2025 10:30:00","BZN|NO1","Without Sequence","54.31","",""
"11/07/2025 10:30:00 - 11/07/2025 10:45:00","BZN|NO1","Without Sequence","54.31","",""
"11/07/2025 10:45:00 - 11/07/2025 11:00:00","BZN|NO1","Without Sequence","54.31","",""
"11/07/2025 11:00:00 - 11/07/2025 11:15:00","BZN|NO1","Without Sequence","52.90","",""
"11/07/2025 11:15:00 - 11/07/2025 11:30:00","BZN|NO1","Without Sequence","52.90","",""
"11/07/2025 11:30:00 - 11/07/2025 11:45:00","BZN|NO1","Without Sequence","52.90","",""
"11/07/2025 11:45:00 - 11/07/2025 12:00:00","BZN|NO1","Without Sequence","52.90","",""
"11/07/2025 12:00:00 - 11/07/2025 12:15:00","BZN|NO1","Without Sequence","50.96","",""
"11/07/2025 12:15:00 - 11/07/2025 12:30:00","BZN|NO1","Without Sequence","50.96","",""
"11/07/2025 12:30:00 - 11/07/2025 12:45:00","BZN|NO1","Without Sequence","50.96","",""
"11/07/2025 12:45:00 - 11/07/2025 13:00:00","BZN|NO1","Without Sequence","50.96","",""
"11/07/2025 13:00:00 - 11/07/2025 13:15:00","BZN|NO1","Without Sequence","48.08","",""
"11/07/2025 13:15:00 - 11/07/2025 13:30:00","BZN|NO1","Without Sequence","48.08","",""
"11/07/2025 13:30:00 - 11/07/2025 13:45:00","BZN|NO1","Without Sequence","48.08","",""
"11/07/2025 13:45:00 - 11/07/2025 14:00:00","BZN|NO1","Without Sequence","48.08","",""
"11/07/2025 14:00:00 - 11/07/2025 14:15:00","BZN|NO1","Without Sequence","47.21","",""
"11/07/2025 14:15:00 - 11/07/2025 14:30:00","BZN|NO1","Without Sequence","47.21","",""
"11/07/2025 14:30:00 - 11/07/2025 14:45:00","BZN|NO1","Without Sequence","47.21","",""
"11/07/2025 14:45:00 - 11/07/2025 15:00:00","BZN|NO1","Without Sequence","47.21","",""
"11/07/2025 15:00:00 - 11/07/2025 15:15:00","BZN|NO1","Without Sequence","48.37","",""
"11/07/2025 15:15:00 - 11/07/2025 15:30:00","BZN|NO1","Without Sequence","48.37","",""
"11/07/2025 15:30:00 - 11/07/2025 15:45:00","BZN|NO1","Without Sequence","48.37","",""
"11/07/2025 15:45:00 - 11/07/2025 16:00:00","BZN|NO1","Without Sequence","48.37","",""
"11/07/2025 16:00:00 - 11/07/2025 16:15:00","BZN|NO1","Without Sequence","51.31","",""
"11/07/2025 16:15:00 - 11/07/2025 16:30:00","BZN|NO1","Without Sequence","51.31","",""
"11/07/2025 16:30:00 - 11/07/2025 16:45:00","BZN|NO1","Without Sequence","51.31","",""
"11/07/2025 16:45:00 - 11/07/2025 17:00:00","BZN|NO1","Without Sequence","51.31","",""
"11/07/2025 17:00:00 - 11/07/2025 17:15:00","BZN|NO1","Without Sequence","50.97","",""
"11/07/2025 17:15:00 - 11/07/2025 17:30:00","BZN|NO1","Without Sequence","50.97","",""
"11/07/2025 17:30:00 - 11/07/2025 17:45:00","BZN|NO1","Without Sequence","50.97","",""
"11/07/2025 17:45:00 - 11/07/2025 18:00:00","BZN|NO1","Without Sequence","50.97","",""
"11/07/2025 18:00:00 - 11/07/2025 18:15:00","BZN|NO1","Without Sequence","50.90","",""
"11/07/2025 18:15:00 - 11/07/2025 18:30:00","BZN|NO1","Without Sequence","50.90","",""
"11/07/2025 18:30:00 - 11/07/2025 18:45:00","BZN|NO1","Without Sequence","50.90","",""
"11/07/2025 18:45:00 - 11/07/2025 19:00:00","BZN|NO1","Without Sequence","50.90","",""
"11/07/2025 19:00:00 - 11/07/2025 19:15:00","BZN|NO1","Without Sequence","6.29","",""
"11/07/2025 19:15:00 - 11/07/2025 19:30:00","BZN|NO1","Without Sequence","6.29","",""
"11/07/2025 19:30:00 - 11/07/2025 19:45:00","BZN|NO1","Without Sequence","6.29","",""
"11/07/2025 19:45:00 - 11/07/2025 20:00:00","BZN|NO1","Without Sequence","6.29","",""
"11/07/2025 20:00:00 - 11/07/2025 20:15:00","BZN|NO1","Without Sequence","5.24","",""
"11/07/2025 20:15:00 - 11/07/2025 20:30:00","BZN|NO1","Without Sequence","5.24","",""
"11/07/2025 20:30:00 - 11/07/2025 20:45:00","BZN|NO1","Without Sequence","5.24","",""
"11/07/2025 20:45:00 - 11/07/2025 21:00:00","BZN|NO1","Without Sequence","5.24","",""
"11/07/2025 21:00:00 - 11/07/2025 21:15:00","BZN|NO1","Without Sequence","-1.66","",""
"11/07/2025 21:15:00 - 11/07/2025 21:30:00","BZN|NO1","Without Sequence","-1.66","",""
"11/07/2025 21:30:00 - 11/07/2025 21:45:00","BZN|NO1","Without Sequence","-1.66","",""
